course_id,title,title_url,image,summary,rating,review,duration,no_of_lectures,level_course,author,course_card_rating,price
,"Build an Action Figure, with just Cotton Thread
A 2 hour course to help you construct a movable, robust Action-figure, part-by-part, using only Cotton thread.Rating: 0.0 out of 50 reviews2 total hours11 lecturesBeginner",https://www.udemy.com/course/build-an-action-figure-with-just-cotton-thread/,https://img-c.udemycdn.com/course/240x135/5351022_4752.jpg,"A 2 hour course to help you construct a movable, robust Action-figure, part-by-part, using only Cotton thread.",Rating: 0.0 out of 5,0 reviews,2 total hours,11 lectures,Beginner,Saransh Kejriwal,,Free
,"Autocad, Solidworks, Industrial Product Design with DFM
Training on Industrial Product DesignRating: 0.0 out of 50 reviews1 total hour7 lecturesBeginner",https://www.udemy.com/course/autocad-solidworks-industrial-product-design-with-dfm/,https://img-c.udemycdn.com/course/240x135/5429286_7ab3_4.jpg,Training on Industrial Product Design,Rating: 0.0 out of 5,0 reviews,1 total hour,7 lectures,Beginner,Shiv K Mittal,,Free
,"Create your own Google Website
Learn to Build and Customize Your Website with Google SitesRating: 0.0 out of 50 reviews1.5 total hours15 lecturesAll Levels",https://www.udemy.com/course/create-your-own-google-website/,https://img-c.udemycdn.com/course/240x135/5211670_eb1e.jpg,Learn to Build and Customize Your Website with Google Sites,Rating: 0.0 out of 5,0 reviews,1.5 total hours,15 lectures,All Levels,Oladele Damilare,,Free
,"Calligraph-ink: Introduction To Natural Ink Making
Learn to easily create your own eco-friendly inks for calligraphyRating: 0.0 out of 50 reviews33 total mins7 lecturesBeginner",https://www.udemy.com/course/calligraph-ink-introduction-to-natural-ink-making/,https://img-c.udemycdn.com/course/240x135/5480916_1d8d_3.jpg,Learn to easily create your own eco-friendly inks for calligraphy,Rating: 0.0 out of 5,0 reviews,33 total mins,7 lectures,Beginner,Joy Tay,,Free
,"Architectural Platform Education
Bahasa IndonesiaRating: 0.0 out of 50 reviews1 total hour6 lecturesBeginner",https://www.udemy.com/course/architectural-platform-education/,https://img-c.udemycdn.com/course/240x135/5002676_fd49.jpg,Bahasa Indonesia,Rating: 0.0 out of 5,0 reviews,1 total hour,6 lectures,Beginner,Koridor EDU,,Free
,"The Fundamentals of Creating 3D PDFs with SimLab Composer
Elevate Your Communication with Interactive 3D PDF MasteryRating: 0.0 out of 50 reviews1.5 total hours6 lecturesBeginner",https://www.udemy.com/course/the-fundamentals-of-creating-3d-pdfs-with-simlab-composer/,https://img-c.udemycdn.com/course/240x135/5506452_ede1_2.jpg,Elevate Your Communication with Interactive 3D PDF Mastery,Rating: 0.0 out of 5,0 reviews,1.5 total hours,6 lectures,Beginner,SimLab Soft,,Free
,"3ds max marathon MODELING THE RABBIT GAME
You will discover a fascinating new world - the world of 3D graphics!Rating: 0.0 out of 50 reviews2 total hours6 lecturesBeginner",https://www.udemy.com/course/3ds-max-marathon-modeling-the-rabbit-game/,https://img-c.udemycdn.com/course/240x135/5137304_1bff_3.jpg,You will discover a fascinating new world - the world of 3D graphics!,Rating: 0.0 out of 5,0 reviews,2 total hours,6 lectures,Beginner,Nikolay Merkulov,,Free
,"3DF Zephyr School
Learn how to automatically reconstruct 3D models from photos. With 3DF Zephyr, you can deal with any challenge!Rating: 0.0 out of 50 reviews1 total hour17 lecturesAll Levels",https://www.udemy.com/course/3df-zephyr-school/,https://img-c.udemycdn.com/course/240x135/5248614_d85f_2.jpg,"Learn how to automatically reconstruct 3D models from photos. With 3DF Zephyr, you can deal with any challenge!",Rating: 0.0 out of 5,0 reviews,1 total hour,17 lectures,All Levels,Jarkko Soini,,Free
,"Toon Boom Harmony. 2D Animation, Design, and Rigging
Learn to animate quickly and create your videos.Rating: 0.0 out of 50 reviews1 total hour19 lecturesBeginner",https://www.udemy.com/course/toon-boom-harmony-2d-animation-design-and-rigging/,https://img-c.udemycdn.com/course/240x135/5418808_4e5a_2.jpg,Learn to animate quickly and create your videos.,Rating: 0.0 out of 5,0 reviews,1 total hour,19 lectures,Beginner,TAG Animation,,Free
,"MagiCAD for Revit - Basic introduction
Correct installation of MagiCAD and Magicad Templates. How to use MagiCAD dataset file and start a Mechanical project.Rating: 0.0 out of 50 reviews1.5 total hours5 lecturesAll Levels",https://www.udemy.com/course/magicad-for-revit-basic-introduction/,https://img-c.udemycdn.com/course/240x135/5491388_61f5_2.jpg,Correct installation of MagiCAD and Magicad Templates. How to use MagiCAD dataset file and start a Mechanical project.,Rating: 0.0 out of 5,0 reviews,1.5 total hours,5 lectures,All Levels,Geir Vatnelid,,Free
,"Launch your first dental website quickly with Clickfunnels
How to build a website for your dental practice quickly & easily with done-for-you dental website template & seo tipsRating: 0.0 out of 50 reviews1.5 total hours15 lecturesBeginner",https://www.udemy.com/course/dental-website/,https://img-c.udemycdn.com/course/240x135/4144774_6c57_2.jpg,How to build a website for your dental practice quickly & easily with done-for-you dental website template & seo tips,Rating: 0.0 out of 5,0 reviews,1.5 total hours,15 lectures,Beginner,Nick Tsai,,Free
,"Aprende HTML5 y CSS3 desde cero
Construye sitios web desde cero aprendiendo el lenguaje de marcado HTML5 y el lenguaje de estilos CSS3Rating: 4.5 out of 517009 reviews6 total hours42 lecturesBeginner",https://www.udemy.com/course/aprende-html5-y-css3-desde-cero/,https://img-c.udemycdn.com/course/240x135/814594_15eb_4.jpg,Construye sitios web desde cero aprendiendo el lenguaje de marcado HTML5 y el lenguaje de estilos CSS3,Rating: 4.5 out of 5,17009 reviews,6 total hours,42 lectures,Beginner,Juan Fernando Urrego,"-17,009",Free
,"Adobe XD: Aprende a crear prototipos profesionales desde 0
El curso en el que aprenderas a diseñar prototipos profesionales de sitios web, applicaciones moviles y software.Rating: 4.8 out of 59612 reviews5.5 total hours36 lecturesBeginner",https://www.udemy.com/course/curso-adobe-xd/,https://img-c.udemycdn.com/course/240x135/1754560_1572_5.jpg,"El curso en el que aprenderas a diseñar prototipos profesionales de sitios web, applicaciones moviles y software.",Rating: 4.8 out of 5,9612 reviews,5.5 total hours,36 lectures,Beginner,Carlos Arturo Esparza,"-9,612",Free
,"UX Design: Conceptos básicos para principiantes
Descubre qué es la Experiencia de Usuario y qué técnicas te ofrece para que tu proyecto web o aplicación sea un éxito.Rating: 4.3 out of 57158 reviews1 total hour14 lecturesBeginner",https://www.udemy.com/course/introduccion-al-diseno-ux/,https://img-c.udemycdn.com/course/240x135/600884_5bd4.jpg,Descubre qué es la Experiencia de Usuario y qué técnicas te ofrece para que  tu proyecto web o aplicación sea un éxito.,Rating: 4.3 out of 5,7158 reviews,1 total hour,14 lectures,Beginner,Javier González,"-7,158",Free
,"UX para quem (ainda) não é de UX
O básico do básico pra quem quer ter um primeiro contato com a área.Rating: 4.8 out of 55340 reviews1.5 total hours28 lecturesBeginner",https://www.udemy.com/course/ux-para-quem-ainda-nao-e-de-ux/,https://img-c.udemycdn.com/course/240x135/3080502_7d73.jpg,O básico do básico pra quem quer ter um primeiro contato com a área.,Rating: 4.8 out of 5,5340 reviews,1.5 total hours,28 lectures,Beginner,Will Sertório,"-5,340",Free
,"Yeni Başlayanlar İçin Adobe Photoshop Temel Tasarım Eğitimi
Bu eğitimle Photoshop kullanımı öğrenerek fotoğraf,web ve grafik tasarım için yeteneklerinizi geliştirebilirsiniz.Rating: 4.4 out of 55139 reviews2 total hours18 lecturesAll Levels",https://www.udemy.com/course/yeni-baslayanlar-icin-web-tasarim-egitimi-adobe-photoshop/,https://img-c.udemycdn.com/course/240x135/810524_0b3d_2.jpg,"Bu eğitimle Photoshop kullanımı öğrenerek fotoğraf,web ve grafik tasarım için yeteneklerinizi geliştirebilirsiniz.",Rating: 4.4 out of 5,5139 reviews,2 total hours,18 lectures,All Levels,"Video Bilgi Online Eğitim, Fatih GÖK","-5,139",Free
,"Primeros Pasos con Photoshop CC
Aprende Adobe Photoshop CC fácilmente y logra desenvolverte en este entorno profesionalRating: 4.6 out of 54789 reviews2.5 total hours32 lecturesBeginner",https://www.udemy.com/course/felinu-primeros-pasos-con-photoshop/,https://img-c.udemycdn.com/course/240x135/611804_2c56_10.jpg,Aprende Adobe Photoshop CC fácilmente y logra desenvolverte en este entorno profesional,Rating: 4.6 out of 5,4789 reviews,2.5 total hours,32 lectures,Beginner,"Felinu Academy, Álvaro Pérez","-4,789",Free
,"La biblia perdida de Bootstrap 4
Los secretos de Bootstrap por fin te serán revelados. Acompáñame a descubrir el verdadero poder que esconde Bootstrap 4.Rating: 4.7 out of 52903 reviews9.5 total hours80 lecturesBeginner",https://www.udemy.com/course/curso-la-biblia-perdida-de-bootstrap-4/,https://img-c.udemycdn.com/course/240x135/1714514_4a91.jpg,Los secretos de Bootstrap por fin te serán revelados. Acompáñame a descubrir el verdadero poder que esconde Bootstrap 4.,Rating: 4.7 out of 5,2903 reviews,9.5 total hours,80 lectures,Beginner,Erick Mines,"-2,903",Free
,"Herramientas de Photoshop CC para principiantes
Aprende paso a paso como utilizar cada una de las herramientas del programa Photoshop CC y editar tus imágenes.Rating: 4.2 out of 52708 reviews2.5 total hours19 lecturesBeginner",https://www.udemy.com/course/herramientas-de-photoshop-cc-para-principiantes/,https://img-c.udemycdn.com/course/240x135/182682_12b2_3.jpg,Aprende paso a paso como utilizar cada una de las herramientas del programa Photoshop CC y editar tus imágenes.,Rating: 4.2 out of 5,2708 reviews,2.5 total hours,19 lectures,Beginner,Gonzalo Pasquin,"-2,708",Free
,"Design Thinking Na Prática!
Aprenda Design Thinking de maneira totalmente prática.Rating: 4.5 out of 52510 reviews30 total mins31 lecturesBeginner",https://www.udemy.com/course/design-thinking-na-pratica/,https://img-c.udemycdn.com/course/240x135/1892750_2186_2.jpg,Aprenda Design Thinking de maneira totalmente prática.,Rating: 4.5 out of 5,2510 reviews,30 total mins,31 lectures,Beginner,Yuri Zaban,"-2,510",Free
,"Photoshop CC 2019 - GRATUITO, Essencial, Rápido e Prático
Aprenda Usar o Principais Recursos do PHOTOSHOP CC. Esse é um Curso Gratuito Diferenciado dos Outros. Aprenda de VerdadeRating: 4.7 out of 52420 reviews4 total hours42 lecturesBeginner",https://www.udemy.com/course/photoshop-cc-essencial-rapido-e-pratico_photoshop/,https://img-c.udemycdn.com/course/240x135/2259362_4461.jpg,Aprenda Usar o Principais Recursos do PHOTOSHOP CC. Esse é um Curso Gratuito Diferenciado dos Outros. Aprenda de Verdade,Rating: 4.7 out of 5,2420 reviews,4 total hours,42 lectures,Beginner,Cezar Henrique,"-2,420",Free
,"Conociendo Adobe Illustrator CC
Conociendo Adobe Illustrator CCRating: 4.7 out of 52367 reviews2 total hours26 lecturesBeginner",https://www.udemy.com/course/conociendo-adobe-illustrator-cc/,https://img-c.udemycdn.com/course/240x135/1966466_9d72.jpg,Conociendo Adobe Illustrator CC,Rating: 4.7 out of 5,2367 reviews,2 total hours,26 lectures,Beginner,Ignacio Javier Doncel Ramos,"-2,367",Free
,"Introducción a Figma 2023
Conoce y aprende desde cero cómo utilizar Figma y las herramientas para diseñar interfaces con Figma en este 2023Rating: 4.6 out of 52225 reviews2 total hours14 lecturesAll Levels",https://www.udemy.com/course/figma-diseno-de-prototipos-desde-cero/,https://img-c.udemycdn.com/course/240x135/3493158_85ad_6.jpg,Conoce y aprende desde cero cómo utilizar Figma y las herramientas para diseñar interfaces con Figma en este 2023,Rating: 4.6 out of 5,2225 reviews,2 total hours,14 lectures,All Levels,Javier Cañas,"-2,225",Free
,"Introdução ao antigo Blender 2.7x
Compreenda os fundamentos do BlenderRating: 4.9 out of 52163 reviews6.5 total hours46 lecturesBeginner",https://www.udemy.com/course/introducao-ao-blender3d/,https://img-c.udemycdn.com/course/240x135/1198046_a557_2.jpg,Compreenda os fundamentos do Blender,Rating: 4.9 out of 5,2163 reviews,6.5 total hours,46 lectures,Beginner,Gustavo Rosa,"-2,163",Free
,"Dominando WordPress sin programación
Completa guía para la creación y gestión de sitios web dinámicos con WordPress y sin programación.Rating: 3.8 out of 52151 reviews3 total hours34 lecturesAll Levels",https://www.udemy.com/course/dominando-wordpress/,https://img-c.udemycdn.com/course/240x135/115234_b2d9_10.jpg,Completa guía para la creación y gestión de sitios web dinámicos con WordPress y sin programación.,Rating: 3.8 out of 5,2151 reviews,3 total hours,34 lectures,All Levels,Francisco Aguilera G.,"-2,151",Free
,"Curso de maquetación web de lo básico a lo avanzado
Aprende a maquetar sitios web de una manera fácil y efectiva en los lenguajes HTML5 y CSS3Rating: 4.6 out of 51902 reviews2.5 total hours20 lecturesBeginner",https://www.udemy.com/course/curso-de-diseno-y-maquetacion-web-de-cero-a-experto/,https://img-c.udemycdn.com/course/240x135/749262_08d8_6.jpg,Aprende a maquetar sitios web de una manera fácil y efectiva en los lenguajes HTML5 y CSS3,Rating: 4.6 out of 5,1902 reviews,2.5 total hours,20 lectures,Beginner,Juan Fernando Urrego,"-1,902",Free
,"Blender la guía completa para novatos
Aprende a realizar proyectos en Blender sin conocimientos previos y mejora tus habilidades en producción 3DRating: 4.6 out of 51821 reviews6 total hours40 lecturesAll Levels",https://www.udemy.com/course/blender-la-guia-completa-para-novatos/,https://img-c.udemycdn.com/course/240x135/2039484_05d1_6.jpg,Aprende a realizar proyectos en Blender sin conocimientos previos y mejora tus habilidades en producción 3D,Rating: 4.6 out of 5,1821 reviews,6 total hours,40 lectures,All Levels,"Juan Fernando Urrego, Alex Zapata","-1,821",Free
,"Faça um Site Wordpress Com Elementor em 60 minutos!!
Crie Seus Sites em 1h!!Rating: 4.7 out of 51774 reviews1.5 total hours6 lecturesBeginner",https://www.udemy.com/course/curso-de-wordpress-elementor/,https://img-c.udemycdn.com/course/240x135/1722528_f964_2.jpg,Crie Seus Sites em 1h!!,Rating: 4.7 out of 5,1774 reviews,1.5 total hours,6 lectures,Beginner,A Escola de Sites,"-1,774",Free
,"Curso de WordPress | Desde 0 - Principiantes| 2021
Curso paso a paso sobre cómo crear un sitio web con WordPressRating: 4.6 out of 51749 reviews9 total hours39 lecturesBeginner",https://www.udemy.com/course/curso-de-wordpress-novatos-2017/,https://img-c.udemycdn.com/course/240x135/1148270_6322.jpg,Curso paso a paso sobre cómo crear un sitio web con WordPress,Rating: 4.6 out of 5,1749 reviews,9 total hours,39 lectures,Beginner,David Sáez Nova,"-1,749",Free
,"Sıfırdan İleri Düzeye AutoCAD 2019 Eğitimi
Bilgisayar Destekli TasarımRating: 4.3 out of 51654 reviews5.5 total hours32 lecturesAll Levels",https://www.udemy.com/course/sfrdan-ileri-duzeye-autocad-2019-egitimi/,https://img-c.udemycdn.com/course/240x135/2309986_aacb_3.jpg,Bilgisayar Destekli Tasarım,Rating: 4.3 out of 5,1654 reviews,5.5 total hours,32 lectures,All Levels,Yi̇ği̇tcan Damgacıoğlu,"-1,654",Free
,"Creare un logo con Adobe Illustrator
Impara le basi di Adobe Illustrator disegnando un logo efficaceRating: 4.6 out of 51558 reviews1 total hour13 lecturesAll Levels",https://www.udemy.com/course/crea-il-tuo-logo-con-adobe-illustrator/,https://img-c.udemycdn.com/course/240x135/650720_114d.jpg,Impara le basi di Adobe Illustrator disegnando un logo efficace,Rating: 4.6 out of 5,1558 reviews,1 total hour,13 lectures,All Levels,Matteo Fratesi,"-1,558",Free
,"Curso Gratuito de Photoshop Para Quem Sabe Nada de Photoshop
Curso Gratuito : Aprenda Photoshop de forma simples e rápida e conheça as novidades do Photoshop 2020Rating: 4.7 out of 51510 reviews2 total hours21 lecturesBeginner",https://www.udemy.com/course/photoshop-2021/,https://img-c.udemycdn.com/course/240x135/2886782_d144_3.jpg,Curso Gratuito : Aprenda Photoshop de forma simples e rápida e conheça as novidades do Photoshop 2020,Rating: 4.7 out of 5,1510 reviews,2 total hours,21 lectures,Beginner,"Caroll Bulcão, Paulo Andrade, Ph.D.","-1,510",Free
,"Photoshop CC Máster: Aprende creando increíbles fotomontajes
Especializate en el diseño gráfico y aprende las posibilidades y trucos que todavía no conocesRating: 4.6 out of 51507 reviews9 total hours58 lecturesAll Levels",https://www.udemy.com/course/photoshop-master-aprende-creando-increibles-fotomontajes/,https://img-c.udemycdn.com/course/240x135/1431056_8a58_2.jpg,Especializate en el diseño gráfico y aprende las posibilidades y trucos que todavía no conoces,Rating: 4.6 out of 5,1507 reviews,9 total hours,58 lectures,All Levels,Pavlo Dudnyk,"-1,507",Free
,"Aprende a crear animaciones y efectos interactivos con CSS3
Construye recursos interactivos utilizando sólo CSS3 sin necesidad de javascript.Rating: 4.4 out of 51335 reviews2 total hours19 lecturesAll Levels",https://www.udemy.com/course/aprende-a-crear-animaciones-y-efectos-interactivos-con-css3/,https://img-c.udemycdn.com/course/240x135/831442_f51a_2.jpg,Construye recursos interactivos utilizando sólo CSS3 sin necesidad de javascript.,Rating: 4.4 out of 5,1335 reviews,2 total hours,19 lectures,All Levels,Juan Fernando Urrego,"-1,335",Free
,"Autodesk |Autocad 2019 Aprende Autocad de 0 a 100 |Diseño 2d
Incluye niveles Básico, Intermedio.Ideal para usuarios principiantes y avanzados,Incluye bloques utilizados en el curso.Rating: 4.7 out of 51312 reviews5 total hours22 lecturesIntermediate",https://www.udemy.com/course/autocad2019b/,https://img-c.udemycdn.com/course/240x135/2513326_7126.jpg,"Incluye niveles Básico, Intermedio.Ideal para usuarios principiantes y avanzados,Incluye bloques utilizados en el curso.",Rating: 4.7 out of 5,1312 reviews,5 total hours,22 lectures,Intermediate,Cursos Go,"-1,312",Free
,"SEO Nasıl Yapılır?
Olmazsa olmaz temel SEO prensiplerinin öğrenerek, sitenizin arama motorlarında üst sıralarda yer almasını sağlayın.Rating: 4.0 out of 51301 reviews35 total mins10 lecturesAll Levels",https://www.udemy.com/course/seo-nasil-yapilir/,https://img-c.udemycdn.com/course/240x135/2487486_c36e.jpg,"Olmazsa olmaz temel SEO prensiplerinin öğrenerek, sitenizin arama motorlarında üst sıralarda yer almasını sağlayın.",Rating: 4.0 out of 5,1301 reviews,35 total mins,10 lectures,All Levels,"Hakan Çamoğlu, Vidobu Eğitim","-1,301",Free
,"Curso de Joomla 3 ""Mi primer proyecto con Joomla""
Aprende a desarrollar un Sitio Web exitoso hecho con Joomla! 3 desde 0.Rating: 4.9 out of 51289 reviews5 total hours23 lecturesAll Levels",https://www.udemy.com/course/curso-de-joomla-3-5-mi-primero-proyecto-con-joomla/,https://img-c.udemycdn.com/course/240x135/195264_e92b_3.jpg,Aprende a desarrollar un Sitio Web exitoso hecho con Joomla! 3 desde 0.,Rating: 4.9 out of 5,1289 reviews,5 total hours,23 lectures,All Levels,Erick Mines,"-1,289",Free
,"PrestaShop Tienda Ecommerce Desde Cero
Crea Una Tienda Virtual Profesional Sin Experiencia Previa.Rating: 4.8 out of 51268 reviews6.5 total hours16 lecturesAll Levels",https://www.udemy.com/course/prestashop-tienda-ecommerce-desde-cero/,https://img-c.udemycdn.com/course/240x135/480536_7cdd_3.jpg,Crea Una Tienda Virtual Profesional Sin Experiencia Previa.,Rating: 4.8 out of 5,1268 reviews,6.5 total hours,16 lectures,All Levels,Omar Castañeda,"-1,268",Free
,"Oyunlaştırma
OyunlaştırmaRating: 4.6 out of 51226 reviews1 total hour18 lecturesBeginner",https://www.udemy.com/course/oyunlastirma/,https://img-c.udemycdn.com/course/240x135/1145216_b110_2.jpg,Oyunlaştırma,Rating: 4.6 out of 5,1226 reviews,1 total hour,18 lectures,Beginner,Userspots Akademi,"-1,226",Free
,"Crea una página web moderna con HTML CSS Y JAVASCRIPT
Aprende a crear una página web con HTML5 CSS3 y Javacript, [Adaptable a dispositivos móviles]Rating: 4.7 out of 51161 reviews1.5 total hours10 lecturesIntermediate",https://www.udemy.com/course/crea-una-pagina-web-moderna-con-html-css-y-javascript/,https://img-c.udemycdn.com/course/240x135/3201160_e33c_2.jpg,"Aprende a crear una página web con HTML5 CSS3 y Javacript, [Adaptable a dispositivos móviles]",Rating: 4.7 out of 5,1161 reviews,1.5 total hours,10 lectures,Intermediate,Jordan Alexander,"-1,161",Free
,"Sculptris
Introdução à Escultura Digital de PersonagensRating: 5.0 out of 51143 reviews8.5 total hours32 lecturesBeginner",https://www.udemy.com/course/sculptris/,https://img-c.udemycdn.com/course/240x135/1202836_9289_3.jpg,Introdução à Escultura Digital de Personagens,Rating: 5.0 out of 5,1143 reviews,8.5 total hours,32 lectures,Beginner,Gustavo Rosa,"-1,143",Free
,"Introdução ao Blender 3D
Entre nesse mundo sem enrolaçãoRating: 4.8 out of 51090 reviews4.5 total hours37 lecturesBeginner",https://www.udemy.com/course/cursoblender3d/,https://img-c.udemycdn.com/course/240x135/1187940_2a88_2.jpg,Entre nesse mundo sem enrolação,Rating: 4.8 out of 5,1090 reviews,4.5 total hours,37 lectures,Beginner,Daniel Franco,"-1,090",Free
,"Fotomontajes con Photoshop
Técnicas para la creación y uso de máscarasRating: 4.7 out of 51012 reviews1.5 total hours23 lecturesAll Levels",https://www.udemy.com/course/fotomontajes-con-photoshop/,https://img-c.udemycdn.com/course/240x135/1620158_f1eb.jpg,Técnicas para la creación y uso de máscaras,Rating: 4.7 out of 5,1012 reviews,1.5 total hours,23 lectures,All Levels,Iván Gómez,"-1,012",Free
,"AutoCAD Básico 2D para Iniciantes
Aprenda as principais ferramentas e aprenda a realizar desenhos técnicos via AutoCAD!Rating: 4.4 out of 5990 reviews6 total hours85 lecturesBeginner",https://www.udemy.com/course/autocad-basico-2d-iniciantes/,https://img-c.udemycdn.com/course/240x135/1749842_9575.jpg,Aprenda as principais ferramentas e aprenda a realizar desenhos técnicos via AutoCAD!,Rating: 4.4 out of 5,990 reviews,6 total hours,85 lectures,Beginner,Mateus Beraldi,-990,Free
,"Kullanıcı Deneyimi 101
Kullanıcı Deneyimi 101Rating: 4.4 out of 5978 reviews1 total hour23 lecturesBeginner",https://www.udemy.com/course/userspots-kullanici-deneyimi-101/,https://img-c.udemycdn.com/course/240x135/1005380_d450.jpg,Kullanıcı Deneyimi 101,Rating: 4.4 out of 5,978 reviews,1 total hour,23 lectures,Beginner,Userspots Akademi,-978,Free
,"Curso de WordPress Gratuito [2019 atualizado]
Aprenda como trabalhar com o WordPress de maneira ProfissionalRating: 4.4 out of 5960 reviews3 total hours39 lecturesBeginner",https://www.udemy.com/course/curso-de-wordpress-gratuito-2019-atualizado/,https://img-c.udemycdn.com/course/240x135/2266116_28c7.jpg,Aprenda como trabalhar com o WordPress de maneira Profissional,Rating: 4.4 out of 5,960 reviews,3 total hours,39 lectures,Beginner,Flavio Henrique Oliveira Andrade,-960,Free
,"CSS3 و HTML تعلم تصميم المواقع من الصفر حتى الإحتراف بواسطة
CSS3 و HTML أحترف تصميم المواقع من الصفر حتى القمة بواسطةRating: 4.4 out of 5945 reviews9 total hours88 lecturesAll Levels",https://www.udemy.com/course/build_webiste_using_css3_html5/,https://img-c.udemycdn.com/course/240x135/1217256_0d83_5.jpg,CSS3 و HTML أحترف تصميم المواقع من الصفر حتى القمة بواسطة,Rating: 4.4 out of 5,945 reviews,9 total hours,88 lectures,All Levels,Ahmad Issa,-945,Free
,"Shopware Template Training - Basic
Einführung in die Shopware Theme EntwicklungRating: 4.4 out of 5943 reviews3.5 total hours19 lecturesBeginner",https://www.udemy.com/course/shopware-template-training-basic/,https://img-c.udemycdn.com/course/240x135/1112292_4bac_8.jpg,Einführung in die Shopware Theme Entwicklung,Rating: 4.4 out of 5,943 reviews,3.5 total hours,19 lectures,Beginner,"shopware AG, Niklas Dzösch",-943,Free
,"Adobe Illustrator - От нуля до новичка графического дизайна
Все что вам нужно что бы начать путь графического дизайнера с программой Иллюстратор.Rating: 4.6 out of 5903 reviews2.5 total hours24 lecturesBeginner",https://www.udemy.com/course/adobe-illustrator-designer/,https://img-c.udemycdn.com/course/240x135/1629190_7702.jpg,Все что вам нужно что бы начать путь графического дизайнера с программой Иллюстратор.,Rating: 4.6 out of 5,903 reviews,2.5 total hours,24 lectures,Beginner,Farid Shukurov,-903,Free
,"Web design: دورة تصميم مواقع الإنترنت
Photoshotp CS6 , Dreamweaver HTML, CSSRating: 4.7 out of 5897 reviews5 total hours14 lecturesAll Levels",https://www.udemy.com/course/web-design-course-ali-hamdi/,https://img-c.udemycdn.com/course/240x135/176588_dfa1_3.jpg,"Photoshotp CS6 , Dreamweaver HTML, CSS",Rating: 4.7 out of 5,897 reviews,5 total hours,14 lectures,All Levels,Ali Hamdi,-897,Free
,"Blender 3D - Guia do Iniciante GRÁTIS
Aprender BLENDER 3D do ZERO construindo seu próprio personagemRating: 4.3 out of 5894 reviews4 total hours16 lecturesBeginner",https://www.udemy.com/course/blender-3d-guia-do-iniciante-gratis/,https://img-c.udemycdn.com/course/240x135/1630840_29c9_3.jpg,Aprender BLENDER 3D do ZERO construindo seu próprio personagem,Rating: 4.3 out of 5,894 reviews,4 total hours,16 lectures,Beginner,Eduardo Garcia,-894,Free
,"تصميم الشعارات المونوجرام من الصفر
الخطوات الأساسية و الإحترافية لتصميم الشعارات المونوجرام من البداية للنهايةRating: 4.3 out of 5893 reviews3 total hours15 lecturesAll Levels",https://www.udemy.com/course/monogram/,https://img-c.udemycdn.com/course/240x135/1534158_de9d.jpg,الخطوات الأساسية و الإحترافية لتصميم الشعارات المونوجرام من البداية للنهاية,Rating: 4.3 out of 5,893 reviews,3 total hours,15 lectures,All Levels,MOHAMED SALAH,-893,Free
,"Monetização para Games e Aplicativos Mobile
Aprenda como aumentar a visibilidade e o retorno financeiro em games e apps através da monetizaçãoRating: 4.2 out of 5848 reviews1 total hour28 lecturesAll Levels",https://www.udemy.com/course/monetizacao-em-games-e-aplicativos-mobile/,https://img-c.udemycdn.com/course/240x135/839656_8d1c_8.jpg,Aprenda como aumentar a visibilidade e o retorno financeiro em games e apps através da monetização,Rating: 4.2 out of 5,848 reviews,1 total hour,28 lectures,All Levels,Escola Brasileira de Games (EBG),-848,Free
,"Mini-Curso - Descomplicando o Design para Redes Sociais
O curso ideal para te ensinar o básico para criar suas próprias imagens, totalmente customizadas para o seu projeto.Rating: 4.8 out of 5833 reviews2 total hours13 lecturesBeginner",https://www.udemy.com/course/mini-curso-design/,https://img-c.udemycdn.com/course/240x135/3070750_0b5b_2.jpg,"O curso ideal para te ensinar o básico para criar suas próprias imagens, totalmente customizadas para o seu projeto.",Rating: 4.8 out of 5,833 reviews,2 total hours,13 lectures,Beginner,Vilton Silva,-833,Free
,"Pixel art 101
Aprende los fundamentos básicos del Pixel ArtRating: 4.6 out of 5832 reviews2 total hours9 lecturesBeginner",https://www.udemy.com/course/pixelart-101/,https://img-c.udemycdn.com/course/240x135/2076884_5841.jpg,Aprende los fundamentos básicos del Pixel Art,Rating: 4.6 out of 5,832 reviews,2 total hours,9 lectures,Beginner,Rene Espinoza,-832,Free
,"Adobe Photoshop para principiantes - Primera parte
Aprende a editar imágenes de manera profesional y rápidaRating: 4.8 out of 5815 reviews2 total hours31 lecturesBeginner",https://www.udemy.com/course/adobe-photoshop-para-principiantes/,https://img-c.udemycdn.com/course/240x135/2401886_4d82_4.jpg,Aprende a editar imágenes de manera profesional y rápida,Rating: 4.8 out of 5,815 reviews,2 total hours,31 lectures,Beginner,Andres Torres,-815,Free
,"Illustrator Para Quem Sabe Nada de Illustrator
Aprenda o Adobe Illustrator de forma simples e rápida com este curso gratuitoRating: 4.6 out of 5809 reviews2 total hours19 lecturesBeginner",https://www.udemy.com/course/curso-adobe-illustrator/,https://img-c.udemycdn.com/course/240x135/3600186_8482.jpg,Aprenda o Adobe Illustrator de forma simples e rápida com este curso gratuito,Rating: 4.6 out of 5,809 reviews,2 total hours,19 lectures,Beginner,"Caroll Bulcão, Paulo Andrade, Ph.D.",-809,Free
